0.03	3.3
0.08	3.29
0.13	3.24
0.18	3.35
0.23	3.25
0.28	3.37
0.33	3.27
0.38	3.2
0.43	3.25
0.48	3.22
0.53	3.31
0.58	3.22
0.63	3.29
0.68	3.37
0.73	3.36
0.78	3.25
0.83	3.18
0.88	3.31
0.93	3.32
0.98	3.38
1.03	3.39
1.08	3.34
1.13	3.34
1.18	3.49
1.23	3.42
1.28	3.47
1.33	3.41
1.38	3.51
1.43	3.73
1.48	3.47
1.53	3.54
1.58	3.82
1.63	3.73
1.68	3.85
1.73	3.51
1.78	3.35
1.83	4.1
1.88	4.33
1.93	4.09
1.98	3.79
2.03	4.14
2.08	4.12
2.13	4.32
2.18	4.2
2.23	4.44
2.28	4.72
2.33	4.39
2.38	4.79
2.43	5.05
2.48	4.98
2.53	5.14
2.58	5.09
2.63	5.12
2.68	5.02
2.73	5.21
2.78	4.61
2.83	5.16
2.88	5.03
2.93	4.84
2.98	4.92
3.03	5
3.08	4.98
3.13	4.82
3.18	4.86
3.23	4.41
3.28	4.82
3.33	4.84
3.38	4.88
3.43	5.03
3.48	4.64
3.53	4.65
3.58	4.72
3.63	4.74
3.68	4.83
3.73	4.84
3.78	4.81
3.83	4.89
3.88	4.83
3.93	4.56
3.98	4.72
4.03	4.65
4.08	4.71
4.13	4.56
4.18	4.53
4.23	4.62
4.28	4.57
4.33	4.54
4.38	4.37
4.43	4.02
4.48	4.39
4.53	4.47
4.63	4.61
4.68	4.58
4.73	4.65
4.78	4.67
4.83	4.59
4.88	4.28
4.93	4.73
4.98	4.71
5.03	4.78
5.08	4.69
5.13	4.6
5.18	4.79
5.23	4.67
5.28	4.67
5.33	4.46
5.38	4.61
5.43	4.56
5.48	4.67
5.53	4.51
5.58	4.27
5.63	4.38
5.68	4.32
5.73	4.36
5.78	4.37
5.83	4.75
5.88	4.6
5.93	4.67
5.98	4.74
6.03	4.73
6.08	4.71
6.13	4.67
6.18	4.69
6.23	4.74
6.28	4.62
6.33	4.49
6.38	4.64
6.43	4.61
6.48	4.51
6.53	4.43
6.58	4.47
6.63	4.34
6.68	4.46
6.73	4.46
6.78	4.3
6.83	4.26
6.88	4.38
6.93	4.64
6.98	4.54
7.03	4.49
7.08	4.46
7.13	4.49
7.18	4.46
7.23	4.41
7.28	4.59
7.33	4.46
7.38	4.35
7.43	4.23
7.48	4.37
7.53	4.34
7.58	4.36
7.63	4.45
7.68	4.35
7.73	4.5
7.78	4.51
7.83	4.51
7.88	4.51
7.93	4.72
7.98	4.67
8.03	4.69
8.08	4.72
8.13	4.81
8.18	4.77
8.23	4.77
8.28	4.76
8.33	4.66
8.38	4.66
8.43	4.69
8.48	4.87
8.58	4.73
8.63	4.68
8.68	4.74
8.73	4.75
8.78	4.73
8.83	4.65
8.88	4.64
8.93	4.68
8.98	4.55
9.03	4.56
9.08	4.44
9.13	3.98
9.18	4.16
9.23	4.13
9.28	4.22
9.33	4.02
9.38	4.25
9.43	4.24
9.48	4.5
9.53	4.47
9.58	4.36
9.63	4.52
9.68	4.3
9.73	4.26
9.78	4.34
9.83	4.27
9.88	4.17
9.93	4
9.98	3.82
10.03	3.87
10.08	3.95
10.13	3.97
10.18	3.95
10.23	4.09
10.28	4.04
10.33	4.17
10.38	4.18
10.43	4.22
10.48	4.17
10.53	4.19
10.58	4.16
10.63	4
10.68	4.31
10.73	4.02
10.78	4
10.83	3.98
10.88	3.98
10.93	3.76
10.98	3.78
11.03	3.96
11.08	3.82
11.13	3.81
11.18	3.86
11.23	3.73
11.28	3.77
11.33	3.87
11.38	3.62
11.43	3.67
11.48	3.73
11.53	3.63
11.58	3.62
11.63	3.7
11.68	3.77
11.73	4.01
11.78	3.97
11.83	3.97
11.88	4.14
11.93	3.75
11.98	4.37
12.03	4.31
12.08	4.48
12.13	4.38
12.18	4.45
12.23	4.41
12.28	4.2
12.33	4.3
12.38	4.19
12.43	4.03
12.48	4.02
12.53	4.09
12.58	4.07
12.63	4.14
12.68	4.03
12.73	4.09
12.78	3.67
12.83	4.08
12.88	4.08
12.93	3.97
12.98	4.06
13.03	3.91
13.08	3.98
13.13	3.88
13.18	3.82
13.23	3.76
13.28	3.78
13.33	3.84
13.38	3.7
13.43	3.77
13.48	3.68
13.53	3.81
13.58	3.84
13.63	3.83
13.68	3.75
13.73	3.78
13.78	3.79
13.83	3.96
13.88	3.81
13.93	3.71
13.98	3.93
14.03	3.76
14.08	3.65
14.13	3.91
14.18	3.91
14.23	3.84
14.28	3.69
14.33	3.81
14.38	3.69
14.43	3.81
14.48	3.98
14.53	4.03
14.58	4.06
14.63	4.05
14.68	4.03
14.73	4.13
14.78	4.04
14.83	4.02
14.88	4.07
14.93	4.02
14.98	4.01
15.03	3.83
15.08	3.86
15.13	4.01
15.18	3.87
15.23	4.09
15.28	4.14
15.33	4.27
15.38	4.18
15.43	4.18
15.48	4.29
15.53	4.03
15.58	4.14
15.63	4.09
15.68	4.07
15.73	3.96
15.78	4
15.83	3.93
15.88	3.85
15.93	3.76
15.98	4
16.03	3.63
16.08	3.74
16.13	3.85
16.18	3.77
